user_id,screen_name,is_bot,account_age,is_blue_verified,is_verified,profile_description_sentiment,following_count,followers_count,following_to_followers_ratio,normal_to_fast_followers_ratio,tweets_count,likes_count,media_count,avg_sentiment,replies_ratio,retweets_ratio,freq_of_tweets,identical_tweets_ratio,avg_replies_per_tweet,avg_urls_per_tweet,avg_likes_per_tweet,possibly_sensitive,profile_image_url,profile_banner_url,is_profile_image_valid,followers_to_likes_ratio
1217628182611927040,boazbaraktcs,0,4.849,1,0,0.0,458,18518,0.025,18518,7513,9619,707,0.229,0.0,0.58,1549.392,0.0,1.56,0.26,35.52,0,1,1,0,521.34
36741729,Matthew_Brody,1,15.559,0,0,0.0,615,486,1.265,486,5160,24506,109,0,0,0,331.641,0,0,0,0,0,1,1,0,0
1519144464,NikhilSewdass,0,11.433,0,0,0.933,409,191,2.141,191,1385,157004,20,-0.267,0.0,0.97,121.141,0.0,0.0,0.0,1.0,0,1,1,0,191.0
15211869,jamie_love,0,16.411,1,0,0.0,2617,11131,0.235,11131,67673,23019,3160,-0.191,0.0,0.283,4123.637,0.0,1.099,0.383,4.123,0,1,1,0,2699.434
848975226,fjsantiagoarcos,0,12.148,0,0,0.0,251,116,2.164,116,689,952,4,0.616,0.0,0.97,56.717,0.0,1.0,0.667,7.667,0,1,1,0,15.13
2465283662,_akhaliq,1,10.571,1,0,0.0,2830,352677,0.008,352677,37276,34195,16981,0.128,0.026,0.658,3526.251,0.004,3.053,0.158,144.632,0,1,1,0,2438.451
1467973039883182090,_crwkmz_,0,2.957,0,0,0.0,2536,2390,1.061,2390,492,729,124,0.0,0.0,0.032,166.385,0.0,7.733,0.0,58.1,0,1,1,0,41.136
1275028426672549888,cyberfunkin,1,4.413,0,0,,503,0,503,0,0,1296,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
284870222,AnnaMeierPS,0,13.591,0,0,-0.867,2380,14893,0.16,14893,26435,19255,1213,0,0,0,1945.037,0,0,0,0,0,1,1,0,0
864305332075364352,persiasliu,1,7.518,0,0,-0.952,137,110,1.245,110,25836,58980,52,0,0,0,3436.552,0,0,0,0,0,1,1,0,0
1293469199554285568,nazlisk2,0,4.274,0,0,0.0,489,25,19.56,25,35,51,0,0,0,0,8.189,0,0,0,0,0,1,1,0,0
35708687,Cubeware,1,15.567,0,0,0.957,1874,1314,1.426,1314,2025,155,686,0.253,0.0,0.0,130.083,0.0,0.01,0.89,0.16,0,1,1,0,8212.5
1290233331683008512,tanishkumar74,0,4.298,0,0,0.0,61,1,61.0,1,31,124,6,0.025,0.0,0.111,7.213,0.0,0.0,0.0,0.458,0,1,0,0,2.182
1438341642,somedevil8498,1,11.51,0,0,,535,71,7.535,71,46,50,3,0.367,0.0,0.882,3.997,0.0,0.0,0.0,8.0,0,1,1,0,8.875
1360768923814264832,DrSmartyPants50,1,3.767,0,0,0.949,4834,205,23.58,205,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0
1192861100804575234,KatyJayne101,0,5.035,1,0,0.0,32274,37910,0.851,37910,34245,119025,207,-0.312,0.0,0.784,6801.39,0.0,62.48,0.0,1206.2,0,1,1,0,31.429
241877255,jamildallal,0,13.826,0,0,0.844,5283,7670,0.689,7670,61205,2211,626,0.074,0.0,0.118,4426.805,0.001,0.276,0.048,1.238,0,1,1,0,6195.0
1344562598776250369,dogmother_,1,3.888,0,0,0.0,397,596,0.666,596,3007,25696,161,-0.084,0.0,0.316,773.405,0.0,0.65,0.0,8.062,0,1,1,0,73.922
2939998182,TylerW13,0,9.914,0,0,0.876,259,4830,0.054,4830,3141,27133,55,0.502,0.0,0.77,316.825,0.0,10.217,0.0,605.696,0,1,1,0,7.974
310784514,BorhadeShubham,1,13.465,0,0,,8,13,0.615,13,29,90,6,0.0,0.0,0.0,2.154,0,0.0,1.0,1.0,0,1,0,0,13.0
16834046,CARE,0,16.093,1,0,0.846,2368,1190757,0.002,1190757,39404,12334,6912,-0.162,0.0,0.393,2448.518,0.0,0.485,0.765,5.75,0,1,1,0,207088.174
2577886615,ToneVays,1,10.423,1,0,0.0,1658,289068,0.006,289068,27365,42741,6060,-0.074,0.0,0.812,2625.444,0.0,24.636,0.773,64.273,0,1,1,0,4497.522
1425141260256301059,ncpwg_org,0,3.28,0,0,0.0,73,135,0.541,135,81,106,1,-0.058,0.0,0.568,24.695,0.008,0.625,0.125,11.25,0,1,0,0,12.0
2197224919,rkyashasvi,1,11.012,0,0,,342,0,342,0,8,1062,1,0,0,0,0.726,0,0,0,0,0,1,1,0,0
4218360677,Jfurst12,0,9.008,0,0,0.0,1677,438,3.829,438,1255,4197,2,0.606,0.0,0.991,139.321,0,0.0,1.0,0.0,0,1,1,0,0
38669987,cornishpenny,1,15.537,0,0,-0.532,972,705,1.379,705,1578,4994,12,-0.41,0.0,0.81,101.564,0.0,0.136,0.182,0.5,0,1,1,0,1410.0
92922681,OrlyLobel,0,14.982,0,0,0.545,1656,4196,0.395,4196,10978,9639,1280,0.621,0.0,0.748,732.746,0.002,0.345,0.345,5.517,0,1,1,0,760.525
826929286380658688,marouaneksr,1,7.8,0,0,0.752,44,241,0.183,241,15,64,0,0,0,0,1.923,0,0,0,0,0,1,1,0,0
1375867030755287042,DavidHassine3,0,3.652,0,0,0.0,10,0,10,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
3110562573,SirTodd57,1,9.662,0,0,,487,14,34.786,14,246,19535,4,0,0,0,25.461,0,0,0,0,0,1,1,0,0
1231601392139329536,SatoshiStBets,0,4.742,1,0,0.0,267,90643,0.003,90643,2381,1426,727,0.008,0.0,0.06,502.109,0.0,32.277,0.021,89.33,0,1,1,0,1014.701
1256624907305103360,aashir_mohammed,1,4.553,0,0,,53,21,2.524,21,31,546,1,0.164,0.0,0.619,6.809,0.0,0.75,0.0,7.875,0,1,0,0,2.667
1478744084500078593,endoplasmarist2,1,2.875,0,0,0.0,215,10,21.5,10,4,118,0,0.943,0.0,0.5,1.391,0,0.0,0.0,1.0,0,1,0,0,10.0
43194755,WildAid,0,15.483,0,0,0.687,1733,62454,0.028,62454,15924,15390,7179,0.632,0.011,0.209,1028.483,0.0,3.931,0.379,245.011,0,1,1,0,254.902
1372879289050308610,VegaswapAMM,1,3.674,0,0,0.0,39,14720,0.003,14720,987,587,218,0.389,0.0,0.0,268.645,0.0,1.26,0.94,8.76,0,1,1,0,1680.365
1468930296812871682,MohammadTomy9,1,2.949,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
1484168083392634890,muhamma96743245,0,2.834,0,0,0.684,29,0,29,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
633907829,StanfordHospPR,0,12.359,0,0,0.0,44,22,2.0,22,3,0,0,0.719,0.0,0.667,0.243,0,0.0,1.0,0.0,0,1,0,0,0
18898143,WorkItDaily,0,15.855,0,0,0.832,4282,77780,0.055,77780,71034,7275,27376,0.339,0.028,0.0,4480.227,0.0,0.217,0.689,0.604,0,1,1,0,128823.125
1070942382986801153,___AliZ_,1,5.955,0,0,,97,67,1.448,67,3895,4030,0,0,0,0,654.072,0,0,0,0,0,1,1,0,0
199369366,scholrly,0,14.125,0,0,0.863,163,400,0.407,400,467,6,13,0.425,0.0,0.405,33.062,0.0,0.116,0.725,0.435,0,1,1,0,920.0
781982295863484456,BlkMamasMatter,1,8.14,0,0,0.573,309,23911,0.013,23911,6219,5229,1698,0.435,0.0,0.145,764.005,0.0,0.05,0.35,8.73,0,1,1,0,2738.946
927837253,EmtiyazKhan,0,12.041,0,0,0.0,231,10894,0.021,10894,5600,9620,396,0.543,0.156,0.587,465.078,0.002,2.022,0.667,59.133,0,1,0,0,184.228
907577359498338304,Yash78084388,1,7.19,0,0,0.0,217,39,5.564,39,67,7380,5,0.223,0.0,0.4,9.318,0.0,0.0,1.0,3.0,0,1,0,0,13.0
180038665,osmansayginer,0,14.259,0,0,0.851,194,211,0.919,211,186,793,42,0.089,0.033,0.109,13.044,0.0,0.233,0.389,1.8,0,1,1,0,117.222
913302048564637696,LBank_Exchange,1,7.146,0,0,0.0,2593,636576,0.004,636576,14841,4213,10062,0.353,0.0,0.292,2076.826,0.0,98.287,0.9,165.225,0,1,1,0,3852.783
499161087,TimotiOzcelik,1,12.747,0,0,,281,173,1.624,173,1124,1152,29,0.094,0.0,0.907,88.178,0.0,0.2,0.2,1.9,0,1,1,0,91.053
48979419,trevarin,0,15.42,0,0,0.0,612,232,2.638,232,4660,3384,281,0.052,0.0,0.617,302.205,0.0,0.244,0.024,0.585,0,1,1,0,396.333
745294695220158464,isacastroo1703,0,8.416,0,0,0.0,168,80,2.1,80,20,745,1,0.314,0.0,0.722,2.376,0.0,0.0,0.0,0.4,0,1,1,0,200.0
1471529355851575305,OltremontiS,1,2.93,0,0,,100,7,14.286,7,10,9,4,0.447,0.0,0.286,3.413,0.0,0.4,0.0,0.6,0,1,0,0,11.667
1449450582771699714,Martijn_Figee_,1,3.097,0,0,0.0,115,147,0.782,147,6,28,0,0,0,0,1.937,0,0,0,0,0,1,1,0,0
1584137959,ar0mcintosh,0,11.365,0,0,0.0,1940,3856,0.503,3856,46076,29714,2892,0.211,0.0,0.95,4054.201,0.0,0.167,0.333,17.5,0,1,1,0,220.343
593658151,AndreBarrette1,1,12.479,0,0,0.85,11478,10613,1.082,10613,365,2,85,0.162,0.0,0.011,29.249,0.0,0.035,0.814,2.291,0,1,1,0,4633.086
1272211725362753537,SachinSadh5,1,4.435,0,0,0.0,7270,10102,0.72,10102,25437,23063,413,0.0,0.0,0.99,5735.513,0,0.0,0.0,16.0,0,1,0,0,631.375
69253605,Lencer_B,0,15.233,0,0,0.857,1283,30338,0.042,30338,277538,12662,19488,0.113,0.0,0.833,18219.523,0.006,1.579,0.0,12.579,0,1,1,0,2411.808
171960289,womenoftmrw,0,14.316,0,0,,61,11722,0.005,11722,2,1,0,0,0,0,0.14,0,0,0,0,0,1,0,0,0
1291758490436812800,andenggis,1,4.287,0,0,0.0,111,5,22.2,5,1,46,0,0.972,0.0,0.0,0.233,0,0.0,0.0,0.0,0,1,1,0,0
1483915722459951110,Alex22392300,1,2.836,0,0,,5,2,2.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
108472167,BrandonMeyers23,0,14.82,0,0,0.0,5146,382,13.471,382,52357,141964,1471,0,0,0,3532.861,0,0,0,0,0,1,1,0,0
156611885,scekker,0,14.428,0,0,0.0,1556,2632,0.591,2632,9207,9937,308,0.257,0.256,0.304,638.134,0.001,0.821,0.103,2.859,0,1,1,0,920.61
1482202453395263488,ClintonStaha,1,2.85,0,0,0.827,144,116,1.241,116,1,1,1,0.833,0.0,0.0,0.351,0,0.0,0.0,5.0,0,1,0,0,23.2
15231287,Gartner_inc,0,16.405,1,0,0.722,10,430193,0.0,430193,36061,2803,15846,0.443,0.0,0.0,2198.171,0.0,0.75,1.08,8.64,0,1,1,0,49790.856
1417952426687086593,RashaAdi3,1,3.335,0,0,,298,7,42.571,7,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
1394608272498364421,kyo9212,0,3.51,0,0,0.768,5,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
1340683845935509504,PanteaaN,1,3.918,0,0,,167,573,0.291,573,1028,3458,82,-0.042,0.0,0.158,262.379,0.0,1.677,0.021,82.365,0,1,0,0,6.957
1254467707992510468,Fxz_7856,1,4.569,0,0,,190,16,11.875,16,7,0,1,0,0,0,1.532,0,0,0,0,0,1,1,0,0
1271447460,Bamigbolaalbert,0,11.685,0,0,,205,283,0.724,283,1565,1242,8,-0.088,0.036,0.288,133.932,0.001,0.452,0.024,0.643,0,1,0,0,440.222
1240338965674233857,Carolinerathabe,1,4.676,1,0,0.821,59942,461756,0.13,461756,448556,233191,18402,-0.05,0.0,0.81,95927.288,0.0,12.895,0.053,92.789,0,1,1,0,4976.383
1440863493062725635,virginiaava2,0,3.162,0,0,0.0,666,146,4.562,146,29,447,1,0.946,0.0,0.938,9.171,0,0.0,0.0,3.0,0,1,1,0,48.667
853411771184500737,MarioDestradi,1,7.6,0,0,0.0,1570,1248,1.258,1248,430,4303,72,0.243,0.0,0.025,56.579,0.0,0.043,0.672,1.586,0,1,1,0,786.783
1453181291797622788,TusManosMedicas,0,3.069,0,0,0.0,80,14,5.714,14,61,48,0,0.0,0.0,0.864,19.876,0.0,0.0,0.0,0.167,0,1,0,0,84.0
90807518,Jasmib,0,15.009,0,0,,16,2,8.0,2,2,1,0,0.767,0.0,0.0,0.133,0,0.0,1.0,0.0,0,1,0,0,0
1431258714917462019,m0rpholino,1,3.233,0,0,0.0,491,147,3.34,147,170,2864,28,0.221,0.0,0.333,52.583,0.021,0.5,0.357,0.625,0,1,1,0,235.2
1480543395558744069,2minStudio,0,2.861,0,0,0.0,17,1,17.0,1,23,12,3,0.558,0.0,0.0,8.039,0.0,0.0,0.333,0.0,0,1,0,0,0
1034272792676421632,PeterBo49858290,1,6.234,0,0,0.0,4885,2389,2.045,2389,105881,14420,301,0.0,0.0,0.98,16984.44,0.0,0.0,1.0,0.5,0,1,1,0,4778.0
4688688218,June_1ch,0,8.887,0,0,0.0,205,1285,0.16,1285,1188,1594,62,0.008,0.0,0.04,133.678,0.001,0.49,0.292,15.51,0,1,1,0,82.848
140658895,Dorothy_Xu,1,14.546,0,0,0.0,83,4,20.75,4,239,2,5,0,0,0,16.431,0,0,0,0,0,1,0,0,0
789891110,ThiagoBurghi,1,12.227,0,0,0.0,295,57,5.175,57,67,4012,2,0,0,0,5.48,0,0,0,0,0,1,1,0,0
1426751719896141825,tylerlaib24,0,3.269,0,0,0.0,23,10,2.3,10,1,1,0,0.986,0.0,0.0,0.306,0,0.0,0.0,1.0,0,1,1,0,10.0
613173206,EdWhiting1,0,12.422,0,0,0.0,3247,7377,0.44,7377,10852,51164,774,0.659,0.0,0.774,873.611,0.0,2.231,0.0,20.269,0,1,1,0,363.951
559867489,sid_behera,1,12.583,0,0,0.0,527,164,3.213,164,179,6,22,0,0,0,14.226,0,0,0,0,0,1,1,0,0
1031846051710418945,SirimanneVajira,1,6.251,0,0,0.0,1415,370,3.824,370,1171,1555,173,0.028,0.0,0.0,187.33,0.0,0.01,0.57,1.11,0,1,1,0,333.333
2974453288,kdd_lab,0,9.856,0,0,0.0,152,770,0.197,770,2345,2,114,0.0,0.0,0.96,237.926,0.0,0.0,0.5,6.0,0,1,1,0,128.333
175743717,DremTGI,0,14.289,1,0,0.0,526634,755114,0.697,755114,14258,114440,4131,-0.011,0.0,0.0,997.83,0.006,0.02,0.68,0.71,0,1,1,0,1063540.845
1464604007968776195,Becky686280251,1,2.982,0,0,0.0,5156,194,26.577,194,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0
794801,Dutchcowboy,0,17.736,0,0,0.59,5102,6675,0.764,6675,47265,8870,1879,0.183,0.0,0.241,2664.919,0.0,0.518,0.071,2.353,0,1,1,0,2836.875
856558342466097157,akglcagri,1,7.576,0,0,0.0,373,27,13.815,27,3,284,1,0,0,0,0.396,0,0,0,0,0,1,0,0,0
1457945244700315650,Salin35224733,1,3.034,0,0,,170,19,8.947,19,251,49,6,-0.883,0.0,0.875,82.729,0,2.0,0.0,1.0,0,1,0,0,19.0
753165526566899713,owensmith2016,0,8.356,0,0,0.0,416,8778,0.047,8778,2141,17,953,0.2,0.022,0.211,256.223,0.0,8.689,0.389,37.567,0,1,1,0,233.665
1400724735005233152,csfcsf5,1,3.466,0,0,0.0,2952,2395,1.233,2395,9083,9542,872,0.0,0.0,0.564,2620.6,0.187,0.392,0.333,7.608,0,1,0,0,314.807
342181234,AgnesCallamard,0,13.325,1,0,0.0,2747,87070,0.032,87070,18332,7955,506,-0.41,0.0,0.56,1375.76,0.001,8.773,0.659,61.636,0,1,1,0,1412.64
1118067018035449856,AKrisyani,1,5.602,0,0,0.0,19,3,6.333,3,1,0,1,0.0,0.0,0.0,0.179,0,0.0,0.0,0.0,0,1,1,0,0
1014795261598547968,Samir92716647,0,6.379,0,0,,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
1041440667313078274,UTGoodSystems,1,6.179,0,0,0.753,415,1020,0.407,1020,1196,1726,354,0.415,0.0,0.413,193.559,0.002,0.141,0.75,4.641,0,1,1,0,219.798
